성별,연령대,섭취품목,비타민 및 무기질,식이섬유,아미노산 및 단백질,지방산,엽록소,인삼류,페놀류,당 및 탄수화물,발효미생물류,신규기능성식품
여자,30~39,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,20~29,['발효미생물류'],0,0,0,0,0,0,0,0,1,0
여자,20~29,['발효미생물류'],0,0,0,0,0,0,0,0,1,0
여자,20~29,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,20~29,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,20~29,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,30~39,"['비타민 및 무기질', '식이섬유', '지방산', '발효미생물류']",1,1,0,1,0,0,0,0,1,0
여자,30~39,"['비타민 및 무기질', '아미노산 및 단백질']",1,0,1,0,0,0,0,0,0,0
여자,30~39,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,30~39,"['비타민 및 무기질', '지방산']",1,0,0,1,0,0,0,0,0,0
여자,30~39,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,['지방산'],0,0,0,1,0,0,0,0,0,0
여자,40~49,"['인삼류', '발효미생물류']",0,0,0,0,0,1,0,0,1,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,"['비타민 및 무기질', '엽록소']",1,0,0,0,1,0,0,0,0,0
여자,40~49,"['비타민 및 무기질', '지방산', '인삼류', '발효미생물류']",1,0,0,1,0,1,0,0,1,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
남자,40~49,['인삼류'],0,0,0,0,0,1,0,0,0,0
여자,40~49,"['비타민 및 무기질', '지방산', '인삼류']",1,0,0,1,0,1,0,0,0,0
여자,40~49,"['비타민 및 무기질', '식이섬유']",1,1,0,0,0,0,0,0,0,0
여자,40~49,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,40~49,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,40~49,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,40~49,"['비타민 및 무기질', '지방산']",1,0,0,1,0,0,0,0,0,0
여자,40~49,"['비타민 및 무기질', '인삼류']",1,0,0,0,0,1,0,0,0,0
여자,40~49,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,40~49,"['비타민 및 무기질', '지방산', '발효미생물류']",1,0,0,1,0,0,0,0,1,0
여자,40~49,"['지방산', '발효미생물류']",0,0,0,1,0,0,0,0,1,0
여자,30~39,"['비타민 및 무기질', '지방산']",1,0,0,1,0,0,0,0,0,0
여자,40~49,"['지방산', '발효미생물류']",0,0,0,1,0,0,0,0,1,0
여자,40~49,"['비타민 및 무기질', '지방산', '인삼류']",1,0,0,1,0,1,0,0,0,0
남자,40~49,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,"['비타민 및 무기질', '아미노산 및 단백질']",1,0,1,0,0,0,0,0,0,0
여자,40~49,"['식이섬유', '인삼류']",0,1,0,0,0,1,0,0,0,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,"['비타민 및 무기질', '인삼류', '발효미생물류']",1,0,0,0,0,1,0,0,1,0
여자,40~49,['발효미생물류'],0,0,0,0,0,0,0,0,1,0
여자,40~49,"['비타민 및 무기질', '인삼류']",1,0,0,0,0,1,0,0,0,0
여자,40~49,"['지방산', '발효미생물류']",0,0,0,1,0,0,0,0,1,0
여자,40~49,"['인삼류', '발효미생물류']",0,0,0,0,0,1,0,0,1,0
여자,40~49,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,40~49,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,40~49,"['비타민 및 무기질', '인삼류']",1,0,0,0,0,1,0,0,0,0
여자,40~49,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,40~49,"['비타민 및 무기질', '당 및 탄수화물', '발효미생물류']",1,0,0,0,0,0,0,1,1,0
여자,40~49,"['당 및 탄수화물', '발효미생물류']",0,0,0,0,0,0,0,1,1,0
여자,40~49,"['비타민 및 무기질', '인삼류']",1,0,0,0,0,1,0,0,0,0
여자,40~49,"['비타민 및 무기질', '식이섬유']",1,1,0,0,0,0,0,0,0,0
여자,40~49,"['비타민 및 무기질', '인삼류']",1,0,0,0,0,1,0,0,0,0
여자,40~49,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,['발효미생물류'],0,0,0,0,0,0,0,0,1,0
여자,40~49,['지방산'],0,0,0,1,0,0,0,0,0,0
여자,40~49,"['지방산', '발효미생물류']",0,0,0,1,0,0,0,0,1,0
여자,40~49,['발효미생물류'],0,0,0,0,0,0,0,0,1,0
여자,40~49,"['비타민 및 무기질', '인삼류']",1,0,0,0,0,1,0,0,0,0
여자,40~49,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,40~49,"['비타민 및 무기질', '인삼류', '발효미생물류']",1,0,0,0,0,1,0,0,1,0
여자,40~49,"['비타민 및 무기질', '인삼류', '페놀류']",1,0,0,0,0,1,1,0,0,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,['인삼류'],0,0,0,0,0,1,0,0,0,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,40~49,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,40~49,"['비타민 및 무기질', '지방산', '발효미생물류']",1,0,0,1,0,0,0,0,1,0
여자,40~49,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,40~49,"['비타민 및 무기질', '지방산']",1,0,0,1,0,0,0,0,0,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,30~39,['발효미생물류'],0,0,0,0,0,0,0,0,1,0
여자,40~49,"['비타민 및 무기질', '인삼류']",1,0,0,0,0,1,0,0,0,0
여자,40~49,"['인삼류', '발효미생물류']",0,0,0,0,0,1,0,0,1,0
여자,40~49,"['인삼류', '발효미생물류']",0,0,0,0,0,1,0,0,1,0
여자,40~49,['발효미생물류'],0,0,0,0,0,0,0,0,1,0
여자,40~49,['발효미생물류'],0,0,0,0,0,0,0,0,1,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,"['비타민 및 무기질', '지방산']",1,0,0,1,0,0,0,0,0,0
여자,40~49,['발효미생물류'],0,0,0,0,0,0,0,0,1,0
여자,40~49,['발효미생물류'],0,0,0,0,0,0,0,0,1,0
여자,40~49,"['비타민 및 무기질', '지방산']",1,0,0,1,0,0,0,0,0,0
여자,40~49,"['인삼류', '발효미생물류']",0,0,0,0,0,1,0,0,1,0
여자,40~49,['인삼류'],0,0,0,0,0,1,0,0,0,0
여자,40~49,"['비타민 및 무기질', '지방산', '발효미생물류']",1,0,0,1,0,0,0,0,1,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,['인삼류'],0,0,0,0,0,1,0,0,0,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,"['비타민 및 무기질', '인삼류', '발효미생물류']",1,0,0,0,0,1,0,0,1,0
여자,40~49,"['비타민 및 무기질', '인삼류', '발효미생물류']",1,0,0,0,0,1,0,0,1,0
여자,40~49,['당 및 탄수화물'],0,0,0,0,0,0,0,1,0,0
여자,40~49,['인삼류'],0,0,0,0,0,1,0,0,0,0
남자,40~49,"['비타민 및 무기질', '인삼류']",1,0,0,0,0,1,0,0,0,0
남자,40~49,"['비타민 및 무기질', '지방산']",1,0,0,1,0,0,0,0,0,0
남자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,"['비타민 및 무기질', '인삼류']",1,0,0,0,0,1,0,0,0,0
여자,40~49,"['아미노산 및 단백질', '지방산']",0,0,1,1,0,0,0,0,0,0
여자,40~49,"['식이섬유', '인삼류']",0,1,0,0,0,1,0,0,0,0
여자,40~49,"['비타민 및 무기질', '아미노산 및 단백질', '엽록소']",1,0,1,0,1,0,0,0,0,0
여자,40~49,"['비타민 및 무기질', '아미노산 및 단백질']",1,0,1,0,0,0,0,0,0,0
여자,40~49,"['지방산', '인삼류']",0,0,0,1,0,1,0,0,0,0
여자,40~49,"['비타민 및 무기질', '인삼류', '발효미생물류']",1,0,0,0,0,1,0,0,1,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
남자,40~49,"['비타민 및 무기질', '인삼류']",1,0,0,0,0,1,0,0,0,0
여자,40~49,"['비타민 및 무기질', '인삼류']",1,0,0,0,0,1,0,0,0,0
여자,40~49,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,40~49,['발효미생물류'],0,0,0,0,0,0,0,0,1,0
여자,40~49,['발효미생물류'],0,0,0,0,0,0,0,0,1,0
여자,40~49,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,['발효미생물류'],0,0,0,0,0,0,0,0,1,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,"['아미노산 및 단백질', '인삼류']",0,0,1,0,0,1,0,0,0,0
여자,40~49,['아미노산 및 단백질'],0,0,1,0,0,0,0,0,0,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
남자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,"['비타민 및 무기질', '지방산']",1,0,0,1,0,0,0,0,0,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,['지방산'],0,0,0,1,0,0,0,0,0,0
여자,40~49,"['비타민 및 무기질', '인삼류']",1,0,0,0,0,1,0,0,0,0
여자,30~39,['발효미생물류'],0,0,0,0,0,0,0,0,1,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,['발효미생물류'],0,0,0,0,0,0,0,0,1,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
남자,40~49,['지방산'],0,0,0,1,0,0,0,0,0,0
여자,30~39,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,40~49,['당 및 탄수화물'],0,0,0,0,0,0,0,1,0,0
여자,40~49,['지방산'],0,0,0,1,0,0,0,0,0,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,"['지방산', '인삼류']",0,0,0,1,0,1,0,0,0,0
여자,40~49,"['비타민 및 무기질', '지방산']",1,0,0,1,0,0,0,0,0,0
여자,40~49,"['비타민 및 무기질', '아미노산 및 단백질', '지방산']",1,0,1,1,0,0,0,0,0,0
남자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,"['비타민 및 무기질', '지방산', '엽록소']",1,0,0,1,1,0,0,0,0,0
남자,40~49,"['비타민 및 무기질', '아미노산 및 단백질', '지방산']",1,0,1,1,0,0,0,0,0,0
여자,40~49,"['비타민 및 무기질', '지방산', '발효미생물류']",1,0,0,1,0,0,0,0,1,0
여자,20~29,['페놀류'],0,0,0,0,0,0,1,0,0,0
여자,40~49,"['지방산', '발효미생물류']",0,0,0,1,0,0,0,0,1,0
남자,40~49,"['지방산', '인삼류']",0,0,0,1,0,1,0,0,0,0
여자,40~49,"['비타민 및 무기질', '지방산', '인삼류']",1,0,0,1,0,1,0,0,0,0
여자,40~49,"['비타민 및 무기질', '식이섬유', '발효미생물류']",1,1,0,0,0,0,0,0,1,0
여자,40~49,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,40~49,"['비타민 및 무기질', '지방산', '발효미생물류']",1,0,0,1,0,0,0,0,1,0
여자,40~49,"['비타민 및 무기질', '엽록소']",1,0,0,0,1,0,0,0,0,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,"['지방산', '페놀류', '발효미생물류']",0,0,0,1,0,0,1,0,1,0
여자,40~49,['발효미생물류'],0,0,0,0,0,0,0,0,1,0
여자,40~49,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,40~49,"['비타민 및 무기질', '당 및 탄수화물', '발효미생물류']",1,0,0,0,0,0,0,1,1,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,"['아미노산 및 단백질', '당 및 탄수화물']",0,0,1,0,0,0,0,1,0,0
여자,40~49,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,40~49,['지방산'],0,0,0,1,0,0,0,0,0,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,['발효미생물류'],0,0,0,0,0,0,0,0,1,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,['식이섬유'],0,1,0,0,0,0,0,0,0,0
여자,40~49,['발효미생물류'],0,0,0,0,0,0,0,0,1,0
여자,40~49,"['비타민 및 무기질', '아미노산 및 단백질', '발효미생물류']",1,0,1,0,0,0,0,0,1,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,40~49,"['인삼류', '당 및 탄수화물']",0,0,0,0,0,1,0,1,0,0
여자,40~49,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,40~49,"['비타민 및 무기질', '인삼류']",1,0,0,0,0,1,0,0,0,0
남자,40~49,"['비타민 및 무기질', '지방산']",1,0,0,1,0,0,0,0,0,0
여자,40~49,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,40~49,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,40~49,"['비타민 및 무기질', '지방산']",1,0,0,1,0,0,0,0,0,0
남자,40~49,['페놀류'],0,0,0,0,0,0,1,0,0,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,"['비타민 및 무기질', '지방산']",1,0,0,1,0,0,0,0,0,0
여자,40~49,['발효미생물류'],0,0,0,0,0,0,0,0,1,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,"['비타민 및 무기질', '지방산', '발효미생물류']",1,0,0,1,0,0,0,0,1,0
여자,40~49,"['비타민 및 무기질', '아미노산 및 단백질', '발효미생물류']",1,0,1,0,0,0,0,0,1,0
여자,40~49,"['비타민 및 무기질', '지방산', '페놀류', '발효미생물류']",1,0,0,1,0,0,1,0,1,0
여자,50~59,"['비타민 및 무기질', '인삼류']",1,0,0,0,0,1,0,0,0,0
여자,50~59,"['비타민 및 무기질', '인삼류', '발효미생물류']",1,0,0,0,0,1,0,0,1,0
여자,50~59,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,50~59,"['아미노산 및 단백질', '인삼류', '발효미생물류']",0,0,1,0,0,1,0,0,1,0
여자,50~59,"['비타민 및 무기질', '지방산']",1,0,0,1,0,0,0,0,0,0
여자,50~59,"['지방산', '인삼류']",0,0,0,1,0,1,0,0,0,0
여자,40~49,"['비타민 및 무기질', '지방산', '인삼류']",1,0,0,1,0,1,0,0,0,0
여자,40~49,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,50~59,"['비타민 및 무기질', '인삼류', '페놀류']",1,0,0,0,0,1,1,0,0,0
여자,50~59,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,50~59,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,50~59,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,50~59,['발효미생물류'],0,0,0,0,0,0,0,0,1,0
여자,50~59,"['지방산', '인삼류']",0,0,0,1,0,1,0,0,0,0
여자,50~59,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,50~59,"['비타민 및 무기질', '지방산']",1,0,0,1,0,0,0,0,0,0
여자,50~59,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,50~59,['지방산'],0,0,0,1,0,0,0,0,0,0
여자,50~59,"['비타민 및 무기질', '인삼류', '당 및 탄수화물']",1,0,0,0,0,1,0,1,0,0
여자,50~59,"['비타민 및 무기질', '지방산', '인삼류']",1,0,0,1,0,1,0,0,0,0
여자,50~59,"['아미노산 및 단백질', '지방산', '발효미생물류']",0,0,1,1,0,0,0,0,1,0
여자,50~59,"['지방산', '인삼류', '발효미생물류']",0,0,0,1,0,1,0,0,1,0
여자,50~59,"['비타민 및 무기질', '아미노산 및 단백질', '지방산']",1,0,1,1,0,0,0,0,0,0
여자,30~39,['지방산'],0,0,0,1,0,0,0,0,0,0
여자,50~59,['인삼류'],0,0,0,0,0,1,0,0,0,0
여자,50~59,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,50~59,"['비타민 및 무기질', '지방산']",1,0,0,1,0,0,0,0,0,0
여자,50~59,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,50~59,['발효미생물류'],0,0,0,0,0,0,0,0,1,0
여자,50~59,"['비타민 및 무기질', '지방산']",1,0,0,1,0,0,0,0,0,0
여자,50~59,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,50~59,"['비타민 및 무기질', '지방산', '발효미생물류']",1,0,0,1,0,0,0,0,1,0
여자,50~59,"['비타민 및 무기질', '지방산']",1,0,0,1,0,0,0,0,0,0
여자,50~59,"['비타민 및 무기질', '인삼류']",1,0,0,0,0,1,0,0,0,0
여자,50~59,"['인삼류', '발효미생물류']",0,0,0,0,0,1,0,0,1,0
여자,50~59,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,50~59,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,50~59,"['비타민 및 무기질', '인삼류', '당 및 탄수화물']",1,0,0,0,0,1,0,1,0,0
여자,50~59,['지방산'],0,0,0,1,0,0,0,0,0,0
여자,50~59,['페놀류'],0,0,0,0,0,0,1,0,0,0
여자,50~59,['발효미생물류'],0,0,0,0,0,0,0,0,1,0
여자,50~59,"['비타민 및 무기질', '지방산']",1,0,0,1,0,0,0,0,0,0
남자,50~59,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,50~59,"['비타민 및 무기질', '인삼류']",1,0,0,0,0,1,0,0,0,0
여자,50~59,"['비타민 및 무기질', '인삼류']",1,0,0,0,0,1,0,0,0,0
여자,50~59,"['지방산', '당 및 탄수화물']",0,0,0,1,0,0,0,1,0,0
여자,50~59,"['식이섬유', '지방산', '발효미생물류']",0,1,0,1,0,0,0,0,1,0
여자,50~59,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,50~59,"['지방산', '인삼류']",0,0,0,1,0,1,0,0,0,0
여자,50~59,['지방산'],0,0,0,1,0,0,0,0,0,0
여자,40~49,['발효미생물류'],0,0,0,0,0,0,0,0,1,0
여자,50~59,['발효미생물류'],0,0,0,0,0,0,0,0,1,0
여자,50~59,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,50~59,"['비타민 및 무기질', '지방산']",1,0,0,1,0,0,0,0,0,0
여자,50~59,"['비타민 및 무기질', '식이섬유']",1,1,0,0,0,0,0,0,0,0
여자,50~59,"['비타민 및 무기질', '인삼류']",1,0,0,0,0,1,0,0,0,0
여자,50~59,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,50~59,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,50~59,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,50~59,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,50~59,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,50~59,['아미노산 및 단백질'],0,0,1,0,0,0,0,0,0,0
여자,50~59,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,50~59,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,50~59,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,50~59,"['비타민 및 무기질', '인삼류']",1,0,0,0,0,1,0,0,0,0
여자,50~59,"['지방산', '발효미생물류']",0,0,0,1,0,0,0,0,1,0
여자,50~59,"['지방산', '발효미생물류']",0,0,0,1,0,0,0,0,1,0
여자,50~59,['엽록소'],0,0,0,0,1,0,0,0,0,0
여자,50~59,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,50~59,['지방산'],0,0,0,1,0,0,0,0,0,0
여자,50~59,['발효미생물류'],0,0,0,0,0,0,0,0,1,0
여자,50~59,"['비타민 및 무기질', '지방산', '발효미생물류']",1,0,0,1,0,0,0,0,1,0
여자,50~59,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,40~49,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,50~59,['지방산'],0,0,0,1,0,0,0,0,0,0
여자,50~59,['지방산'],0,0,0,1,0,0,0,0,0,0
여자,40~49,['인삼류'],0,0,0,0,0,1,0,0,0,0
여자,50~59,"['비타민 및 무기질', '아미노산 및 단백질']",1,0,1,0,0,0,0,0,0,0
여자,50~59,['지방산'],0,0,0,1,0,0,0,0,0,0
여자,50~59,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,50~59,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,50~59,"['비타민 및 무기질', '인삼류', '발효미생물류']",1,0,0,0,0,1,0,0,1,0
여자,50~59,"['인삼류', '발효미생물류']",0,0,0,0,0,1,0,0,1,0
여자,50~59,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,40~49,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,50~59,"['비타민 및 무기질', '엽록소']",1,0,0,0,1,0,0,0,0,0
여자,50~59,"['지방산', '인삼류']",0,0,0,1,0,1,0,0,0,0
여자,50~59,['지방산'],0,0,0,1,0,0,0,0,0,0
여자,60~69,"['비타민 및 무기질', '인삼류']",1,0,0,0,0,1,0,0,0,0
여자,50~59,['발효미생물류'],0,0,0,0,0,0,0,0,1,0
여자,50~59,"['비타민 및 무기질', '인삼류']",1,0,0,0,0,1,0,0,0,0
여자,50~59,"['비타민 및 무기질', '아미노산 및 단백질']",1,0,1,0,0,0,0,0,0,0
여자,50~59,"['비타민 및 무기질', '아미노산 및 단백질', '엽록소', '발효미생물류']",1,0,1,0,1,0,0,0,1,0
여자,50~59,"['비타민 및 무기질', '식이섬유']",1,1,0,0,0,0,0,0,0,0
여자,50~59,"['비타민 및 무기질', '아미노산 및 단백질', '발효미생물류']",1,0,1,0,0,0,0,0,1,0
여자,50~59,"['비타민 및 무기질', '인삼류']",1,0,0,0,0,1,0,0,0,0
여자,50~59,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
남자,50~59,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,50~59,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
남자,50~59,"['비타민 및 무기질', '지방산', '인삼류']",1,0,0,1,0,1,0,0,0,0
여자,40~49,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,40~49,"['비타민 및 무기질', '인삼류']",1,0,0,0,0,1,0,0,0,0
여자,50~59,['발효미생물류'],0,0,0,0,0,0,0,0,1,0
남자,50~59,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,50~59,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,40~49,"['비타민 및 무기질', '지방산', '발효미생물류']",1,0,0,1,0,0,0,0,1,0
여자,50~59,"['비타민 및 무기질', '지방산']",1,0,0,1,0,0,0,0,0,0
여자,50~59,"['비타민 및 무기질', '지방산', '인삼류', '발효미생물류']",1,0,0,1,0,1,0,0,1,0
여자,50~59,"['비타민 및 무기질', '지방산']",1,0,0,1,0,0,0,0,0,0
여자,50~59,"['비타민 및 무기질', '지방산', '발효미생물류']",1,0,0,1,0,0,0,0,1,0
여자,50~59,['발효미생물류'],0,0,0,0,0,0,0,0,1,0
여자,50~59,['당 및 탄수화물'],0,0,0,0,0,0,0,1,0,0
여자,50~59,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,50~59,['인삼류'],0,0,0,0,0,1,0,0,0,0
여자,50~59,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,50~59,['지방산'],0,0,0,1,0,0,0,0,0,0
남자,50~59,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,50~59,"['비타민 및 무기질', '지방산']",1,0,0,1,0,0,0,0,0,0
여자,50~59,['지방산'],0,0,0,1,0,0,0,0,0,0
여자,50~59,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,50~59,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,50~59,['식이섬유'],0,1,0,0,0,0,0,0,0,0
여자,50~59,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,50~59,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,50~59,['엽록소'],0,0,0,0,1,0,0,0,0,0
여자,50~59,"['비타민 및 무기질', '발효미생물류']",1,0,0,0,0,0,0,0,1,0
여자,50~59,['비타민 및 무기질'],1,0,0,0,0,0,0,0,0,0
여자,50~59,['인삼류'],0,0,0,0,0,1,0,0,0,0
